current_url,current_path,current_page_family,current_primary_intent,disposition,destination_url,destination_status,reason,historical_value_risk,portfolio_overlap,notes
https://aftertaxtool.com/100000-after-tax-monthly-indiana.html,100000-after-tax-monthly-indiana.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-iowa.html,100000-after-tax-monthly-iowa.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-kansas.html,100000-after-tax-monthly-kansas.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-kentucky.html,100000-after-tax-monthly-kentucky.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-louisiana.html,100000-after-tax-monthly-louisiana.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-maine.html,100000-after-tax-monthly-maine.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-maryland.html,100000-after-tax-monthly-maryland.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-massachusetts.html,100000-after-tax-monthly-massachusetts.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-michigan.html,100000-after-tax-monthly-michigan.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-minnesota.html,100000-after-tax-monthly-minnesota.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-mississippi.html,100000-after-tax-monthly-mississippi.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-missouri.html,100000-after-tax-monthly-missouri.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-montana.html,100000-after-tax-monthly-montana.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-nebraska.html,100000-after-tax-monthly-nebraska.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-nevada.html,100000-after-tax-monthly-nevada.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-new-hampshire.html,100000-after-tax-monthly-new-hampshire.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-new-jersey.html,100000-after-tax-monthly-new-jersey.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-new-mexico.html,100000-after-tax-monthly-new-mexico.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-new-york.html,100000-after-tax-monthly-new-york.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-north-carolina.html,100000-after-tax-monthly-north-carolina.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-north-dakota.html,100000-after-tax-monthly-north-dakota.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-ohio.html,100000-after-tax-monthly-ohio.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-oklahoma.html,100000-after-tax-monthly-oklahoma.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-oregon.html,100000-after-tax-monthly-oregon.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-pennsylvania.html,100000-after-tax-monthly-pennsylvania.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-rhode-island.html,100000-after-tax-monthly-rhode-island.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-south-carolina.html,100000-after-tax-monthly-south-carolina.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-south-dakota.html,100000-after-tax-monthly-south-dakota.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-tennessee.html,100000-after-tax-monthly-tennessee.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-texas.html,100000-after-tax-monthly-texas.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-us.html,100000-after-tax-monthly-us.html,us_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-utah.html,100000-after-tax-monthly-utah.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-vermont.html,100000-after-tax-monthly-vermont.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-virginia.html,100000-after-tax-monthly-virginia.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-washington.html,100000-after-tax-monthly-washington.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-west-virginia.html,100000-after-tax-monthly-west-virginia.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-wisconsin.html,100000-after-tax-monthly-wisconsin.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly-wyoming.html,100000-after-tax-monthly-wyoming.html,us_state_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-monthly.html,100000-after-tax-monthly.html,generic_salary_monthly,Monthly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-alabama.html,100000-after-tax-weekly-alabama.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-alaska.html,100000-after-tax-weekly-alaska.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-arizona.html,100000-after-tax-weekly-arizona.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-arkansas.html,100000-after-tax-weekly-arkansas.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-california.html,100000-after-tax-weekly-california.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-colorado.html,100000-after-tax-weekly-colorado.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-connecticut.html,100000-after-tax-weekly-connecticut.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-delaware.html,100000-after-tax-weekly-delaware.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-florida.html,100000-after-tax-weekly-florida.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-georgia.html,100000-after-tax-weekly-georgia.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-hawaii.html,100000-after-tax-weekly-hawaii.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-idaho.html,100000-after-tax-weekly-idaho.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-illinois.html,100000-after-tax-weekly-illinois.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-indiana.html,100000-after-tax-weekly-indiana.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-iowa.html,100000-after-tax-weekly-iowa.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-kansas.html,100000-after-tax-weekly-kansas.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-kentucky.html,100000-after-tax-weekly-kentucky.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-louisiana.html,100000-after-tax-weekly-louisiana.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-maine.html,100000-after-tax-weekly-maine.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-maryland.html,100000-after-tax-weekly-maryland.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-massachusetts.html,100000-after-tax-weekly-massachusetts.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-michigan.html,100000-after-tax-weekly-michigan.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-minnesota.html,100000-after-tax-weekly-minnesota.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-mississippi.html,100000-after-tax-weekly-mississippi.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-missouri.html,100000-after-tax-weekly-missouri.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-montana.html,100000-after-tax-weekly-montana.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-nebraska.html,100000-after-tax-weekly-nebraska.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-nevada.html,100000-after-tax-weekly-nevada.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-new-hampshire.html,100000-after-tax-weekly-new-hampshire.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-new-jersey.html,100000-after-tax-weekly-new-jersey.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-new-mexico.html,100000-after-tax-weekly-new-mexico.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-new-york.html,100000-after-tax-weekly-new-york.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-north-carolina.html,100000-after-tax-weekly-north-carolina.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-north-dakota.html,100000-after-tax-weekly-north-dakota.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-ohio.html,100000-after-tax-weekly-ohio.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-oklahoma.html,100000-after-tax-weekly-oklahoma.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-oregon.html,100000-after-tax-weekly-oregon.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
https://aftertaxtool.com/100000-after-tax-weekly-pennsylvania.html,100000-after-tax-weekly-pennsylvania.html,us_state_salary_weekly,Weekly take-home pay estimate,REMOVE,,,Programmatic or low-fit legacy URL with no sufficiently equivalent V2 replacement. Do not force a vague redirect.,Low,Low,Phase 0 planning classification. Human review required before implementation.
