URL,family,country/state,salary/pay intent,existing inbound link count,existing crawl depth,reason selected,historical GSC evidence,proposed new link sources,priority tier,inbound after current,inbound change current,depth after current,depth change current
https://aftertaxtool.com/80000-after-tax-monthly.html,UK monthly salary,UK,monthly pay after tax,13,1,"Distinct monthly take-home-pay modifier for £80,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,13,0,2,1
https://aftertaxtool.com/80000-after-tax-weekly.html,UK weekly salary,UK,weekly pay after tax,14,1,"Distinct weekly take-home-pay modifier for £80,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,14,0,2,1
https://aftertaxtool.com/80000-after-tax-monthly-us.html,US monthly salary,US,monthly pay after tax,17,2,"Distinct monthly take-home-pay modifier for $80,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,18,1,2,0
https://aftertaxtool.com/80000-after-tax-weekly-us.html,US weekly salary,US,weekly pay after tax,16,2,"Distinct weekly take-home-pay modifier for $80,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,17,1,2,0
https://aftertaxtool.com/90000-after-tax-monthly.html,UK monthly salary,UK,monthly pay after tax,12,1,"Distinct monthly take-home-pay modifier for £90,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,12,0,2,1
https://aftertaxtool.com/90000-after-tax-weekly.html,UK weekly salary,UK,weekly pay after tax,13,1,"Distinct weekly take-home-pay modifier for £90,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,14,1,1,0
https://aftertaxtool.com/90000-after-tax-monthly-us.html,US monthly salary,US,monthly pay after tax,15,2,"Distinct monthly take-home-pay modifier for $90,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,16,1,2,0
https://aftertaxtool.com/90000-after-tax-weekly-us.html,US weekly salary,US,weekly pay after tax,15,2,"Distinct weekly take-home-pay modifier for $90,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,16,1,2,0
https://aftertaxtool.com/100000-after-tax-monthly.html,UK monthly salary,UK,monthly pay after tax,14,1,"Distinct monthly take-home-pay modifier for £100,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,16,2,1,0
https://aftertaxtool.com/100000-after-tax-weekly.html,UK weekly salary,UK,weekly pay after tax,13,1,"Distinct weekly take-home-pay modifier for £100,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,14,1,1,0
https://aftertaxtool.com/100000-after-tax-monthly-us.html,US monthly salary,US,monthly pay after tax,23,2,"Distinct monthly take-home-pay modifier for $100,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,25,2,2,0
https://aftertaxtool.com/100000-after-tax-weekly-us.html,US weekly salary,US,weekly pay after tax,24,2,"Distinct weekly take-home-pay modifier for $100,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,24,0,2,0
https://aftertaxtool.com/120000-after-tax-monthly.html,UK monthly salary,UK,monthly pay after tax,13,1,"Distinct monthly take-home-pay modifier for £120,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,13,0,3,2
https://aftertaxtool.com/120000-after-tax-weekly.html,UK weekly salary,UK,weekly pay after tax,10,1,"Distinct weekly take-home-pay modifier for £120,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,10,0,3,2
https://aftertaxtool.com/120000-after-tax-monthly-us.html,US monthly salary,US,monthly pay after tax,9,2,"Distinct monthly take-home-pay modifier for $120,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,10,1,2,0
https://aftertaxtool.com/120000-after-tax-weekly-us.html,US weekly salary,US,weekly pay after tax,10,2,"Distinct weekly take-home-pay modifier for $120,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,11,1,2,0
https://aftertaxtool.com/150000-after-tax-monthly.html,UK monthly salary,UK,monthly pay after tax,6,1,"Distinct monthly take-home-pay modifier for £150,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,7,1,2,1
https://aftertaxtool.com/150000-after-tax-weekly.html,UK weekly salary,UK,weekly pay after tax,10,1,"Distinct weekly take-home-pay modifier for £150,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,10,0,2,1
https://aftertaxtool.com/150000-after-tax-monthly-us.html,US monthly salary,US,monthly pay after tax,9,2,"Distinct monthly take-home-pay modifier for $150,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,11,2,2,0
https://aftertaxtool.com/150000-after-tax-weekly-us.html,US weekly salary,US,weekly pay after tax,9,2,"Distinct weekly take-home-pay modifier for $150,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,10,1,2,0
https://aftertaxtool.com/200000-after-tax-monthly.html,UK monthly salary,UK,monthly pay after tax,11,1,"Distinct monthly take-home-pay modifier for £200,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,12,1,2,1
https://aftertaxtool.com/200000-after-tax-weekly.html,UK weekly salary,UK,weekly pay after tax,9,1,"Distinct weekly take-home-pay modifier for £200,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",homepage; salary-after-tax-uk.html,Tier 2,9,0,3,2
https://aftertaxtool.com/200000-after-tax-monthly-us.html,US monthly salary,US,monthly pay after tax,7,2,"Distinct monthly take-home-pay modifier for $200,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,9,2,2,0
https://aftertaxtool.com/200000-after-tax-weekly-us.html,US weekly salary,US,weekly pay after tax,8,2,"Distinct weekly take-home-pay modifier for $200,000.","No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html,Tier 2,9,1,2,0
https://aftertaxtool.com/60000-salary-after-tax-california.html,state annual salary,California,state annual salary after tax,22,2,Representative California salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-california.html,Tier 3,23,1,2,0
https://aftertaxtool.com/75000-salary-after-tax-california.html,state annual salary,California,state annual salary after tax,29,2,Representative California salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-california.html,Tier 3,30,1,2,0
https://aftertaxtool.com/80000-salary-after-tax-california.html,state annual salary,California,state annual salary after tax,32,2,Representative California salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-california.html,Tier 3,33,1,2,0
https://aftertaxtool.com/100000-salary-after-tax-california.html,state annual salary,California,state annual salary after tax,33,2,Representative California salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-california.html,Tier 2,36,3,1,-1
https://aftertaxtool.com/100000-after-tax-monthly-california.html,state monthly salary,California,state monthly salary after tax,24,2,Monthly California pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-california.html,Tier 3,25,1,2,0
https://aftertaxtool.com/100000-after-tax-weekly-california.html,state weekly salary,California,state weekly salary after tax,22,3,Weekly California pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-california.html,Tier 3,23,1,2,-1
https://aftertaxtool.com/120000-salary-after-tax-california.html,state annual salary,California,state annual salary after tax,16,2,Representative California salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-california.html,Tier 2,17,1,2,0
https://aftertaxtool.com/150000-salary-after-tax-california.html,state annual salary,California,state annual salary after tax,20,2,Representative California salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-california.html,Tier 2,21,1,2,0
https://aftertaxtool.com/175000-salary-after-tax-california.html,state annual salary,California,state annual salary after tax,11,2,Representative California salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-california.html,Tier 2,12,1,2,0
https://aftertaxtool.com/200000-salary-after-tax-california.html,state annual salary,California,state annual salary after tax,9,2,Representative California salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-california.html,Tier 2,12,3,2,0
https://aftertaxtool.com/200000-after-tax-monthly-california.html,state monthly salary,California,state monthly salary after tax,8,3,Monthly California pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-california.html,Tier 3,9,1,3,0
https://aftertaxtool.com/200000-after-tax-weekly-california.html,state weekly salary,California,state weekly salary after tax,8,3,Weekly California pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-california.html,Tier 3,9,1,3,0
https://aftertaxtool.com/60000-salary-after-tax-new-york.html,state annual salary,New York,state annual salary after tax,21,2,Representative New York salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-new-york.html,Tier 3,22,1,2,0
https://aftertaxtool.com/75000-salary-after-tax-new-york.html,state annual salary,New York,state annual salary after tax,29,2,Representative New York salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-new-york.html,Tier 3,30,1,2,0
https://aftertaxtool.com/80000-salary-after-tax-new-york.html,state annual salary,New York,state annual salary after tax,28,2,Representative New York salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-new-york.html,Tier 3,29,1,2,0
https://aftertaxtool.com/100000-salary-after-tax-new-york.html,state annual salary,New York,state annual salary after tax,30,2,Representative New York salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-new-york.html,Tier 2,32,2,1,-1
https://aftertaxtool.com/100000-after-tax-monthly-new-york.html,state monthly salary,New York,state monthly salary after tax,24,3,Monthly New York pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-new-york.html,Tier 3,25,1,2,-1
https://aftertaxtool.com/100000-after-tax-weekly-new-york.html,state weekly salary,New York,state weekly salary after tax,22,3,Weekly New York pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-new-york.html,Tier 3,23,1,2,-1
https://aftertaxtool.com/120000-salary-after-tax-new-york.html,state annual salary,New York,state annual salary after tax,17,2,Representative New York salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-new-york.html,Tier 2,18,1,2,0
https://aftertaxtool.com/150000-salary-after-tax-new-york.html,state annual salary,New York,state annual salary after tax,15,2,Representative New York salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-new-york.html,Tier 2,17,2,2,0
https://aftertaxtool.com/175000-salary-after-tax-new-york.html,state annual salary,New York,state annual salary after tax,11,2,Representative New York salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-new-york.html,Tier 2,12,1,2,0
https://aftertaxtool.com/200000-salary-after-tax-new-york.html,state annual salary,New York,state annual salary after tax,9,2,Representative New York salary query with state-level tax/cost context.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-us.html; salary-after-tax-new-york.html,Tier 2,12,3,2,0
https://aftertaxtool.com/200000-after-tax-monthly-new-york.html,state monthly salary,New York,state monthly salary after tax,8,3,Monthly New York pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-new-york.html,Tier 3,9,1,3,0
https://aftertaxtool.com/200000-after-tax-weekly-new-york.html,state weekly salary,New York,state weekly salary after tax,8,3,Weekly New York pay-period route for a priority state salary.,"No URL-level GSC export used for this implementation; selected from forensic architecture, common-query demand and weak-link evidence.",salary-after-tax-new-york.html,Tier 3,9,1,3,0
