URL,inbound links before,inbound links after,change,depth before,depth after,internal PageRank-style metric before,internal PageRank-style metric after,PageRank-style change,Tier
"https://aftertaxtool.com/80000-salary-after-tax-us.html","43","42","-1","1","2","0.00099156060360318","0.0006907591871547965","-0.00030080141644838354","Tier 1"
"https://aftertaxtool.com/90000-salary-after-tax-us.html","48","47","-1","1","2","0.0009236272939318153","0.0006626666611539852","-0.0002609606327778301","Tier 1"
"https://aftertaxtool.com/100000-salary-after-tax-us.html","56","59","3","1","1","0.0012574753162063615","0.002637806619931488","0.0013803313037251265","Tier 1"
"https://aftertaxtool.com/120000-salary-after-tax-us.html","24","24","0","1","2","0.0007145063956469965","0.0004977294255227942","-0.00021677697012420223","Tier 1"
"https://aftertaxtool.com/125000-salary-after-tax-us.html","10","11","1","2","2","0.00006450913116055777","0.00013463360819861785","0.00007012447703806008","Tier 1"
"https://aftertaxtool.com/150000-salary-after-tax-us.html","30","32","2","1","1","0.0010527489386929986","0.0012704450692059884","0.00021769613051298982","Tier 1"
"https://aftertaxtool.com/175000-salary-after-tax-us.html","10","11","1","3","2","0.000019529680076021436","0.0000478213834405719","0.000028291703364550462","Tier 1"
"https://aftertaxtool.com/200000-salary-after-tax-us.html","18","19","1","1","1","0.0007256408055048014","0.0008141534439107991","0.00008851263840599778","Tier 1"
"https://aftertaxtool.com/250000-salary-after-tax-us.html","17","18","1","2","2","0.00023866190861492376","0.00027087269874156636","0.0000322107901266426","Tier 1"
"https://aftertaxtool.com/40000-after-tax-monthly.html","15","14","-1","1","2","0.0011154493295448427","0.0007826779879361208","-0.00033277134160872193","Tier 2"
"https://aftertaxtool.com/40000-after-tax-weekly.html","13","12","-1","1","2","0.0008192421893002096","0.0005045020280130757","-0.0003147401612871339","Tier 2"
"https://aftertaxtool.com/40000-after-tax-monthly-us.html","12","12","0","2","3","0.00009053100248573963","0.00008148712784774496","-0.000009043874637994668","Tier 2"
"https://aftertaxtool.com/40000-after-tax-weekly-us.html","13","13","0","2","2","0.0001351623971259917","0.00013408469292221242","-0.0000010777042037792906","Tier 2"
"https://aftertaxtool.com/50000-after-tax-monthly.html","21","22","1","1","1","0.0018156070032164116","0.0026014633624356904","0.0007858563592192788","Tier 2"
"https://aftertaxtool.com/50000-after-tax-weekly.html","17","18","1","1","1","0.0015406896222042669","0.002333481255513007","0.0007927916333087402","Tier 2"
"https://aftertaxtool.com/50000-after-tax-monthly-us.html","22","22","0","2","2","0.00018064267964756168","0.00023536411126299535","0.00005472143161543367","Tier 2"
"https://aftertaxtool.com/50000-after-tax-weekly-us.html","22","22","0","2","2","0.00021397369504231174","0.000274592188059595","0.00006061849301728327","Tier 2"
"https://aftertaxtool.com/60000-after-tax-monthly.html","18","17","-1","1","2","0.0013137841750491736","0.001039798490947114","-0.00027398568410205953","Tier 2"
"https://aftertaxtool.com/60000-after-tax-weekly.html","13","12","-1","1","2","0.000851781026439057","0.0005397452532023443","-0.0003120357732367127","Tier 2"
"https://aftertaxtool.com/60000-after-tax-monthly-us.html","19","19","0","2","3","0.00016726468387140254","0.00018774234425348698","0.00002047766038208444","Tier 2"
"https://aftertaxtool.com/60000-after-tax-weekly-us.html","19","19","0","2","2","0.00019754277964992","0.00022548687622554086","0.00002794409657562086","Tier 2"
"https://aftertaxtool.com/70000-after-tax-monthly.html","17","17","0","1","1","0.0008580647637965622","0.0008500628679393769","-0.000008001895857185303","Tier 2"
"https://aftertaxtool.com/70000-after-tax-weekly.html","14","13","-1","1","2","0.0005846682089401027","0.0002472966299588439","-0.0003373715789812588","Tier 2"
"https://aftertaxtool.com/70000-after-tax-monthly-us.html","13","13","0","2","2","0.0004144491117960194","0.0004115522909909741","-0.0000028968208050453043","Tier 2"
"https://aftertaxtool.com/70000-after-tax-weekly-us.html","12","12","0","2","3","0.00013540038319655338","0.00013099223312728833","-0.000004408150069265055","Tier 2"
"https://aftertaxtool.com/80000-after-tax-monthly.html","13","12","-1","1","2","0.0005212263873819808","0.00013003083822195024","-0.0003911955491600306","Tier 2"
"https://aftertaxtool.com/80000-after-tax-weekly.html","14","13","-1","1","2","0.0005799816847270978","0.0002052880846734048","-0.000374693600053693","Tier 2"
"https://aftertaxtool.com/80000-after-tax-monthly-us.html","17","17","0","2","2","0.000588226559978669","0.0005747805029053717","-0.000013446057073297226","Tier 2"
"https://aftertaxtool.com/80000-after-tax-weekly-us.html","16","16","0","2","2","0.0003764975374886286","0.0003638290836333631","-0.000012668453855265458","Tier 2"
"https://aftertaxtool.com/90000-after-tax-monthly.html","12","11","-1","1","2","0.0007290209147884348","0.0003812337833460248","-0.00034778713144241","Tier 2"
"https://aftertaxtool.com/90000-after-tax-weekly.html","13","13","0","1","1","0.0006445381767115374","0.0006659926473369993","0.000021454470625461956","Tier 2"
"https://aftertaxtool.com/90000-after-tax-monthly-us.html","15","15","0","2","2","0.0003643460521811595","0.0003637326641930714","-6.133879880881117e-7","Tier 2"
"https://aftertaxtool.com/90000-after-tax-weekly-us.html","15","15","0","2","2","0.00019537278818260924","0.0002002970863374804","0.000004924298154871163","Tier 2"
"https://aftertaxtool.com/100000-after-tax-monthly.html","14","15","1","1","1","0.0007515781380897815","0.0008954628821725204","0.00014388474408273894","Tier 2"
"https://aftertaxtool.com/100000-after-tax-weekly.html","13","13","0","1","1","0.0007312792711062954","0.0008312027109107191","0.0000999234398044237","Tier 2"
"https://aftertaxtool.com/100000-after-tax-monthly-us.html","23","24","1","2","2","0.0006883534636208698","0.0008241642304112711","0.00013581076679040124","Tier 2"
"https://aftertaxtool.com/100000-after-tax-weekly-us.html","24","24","0","2","2","0.0005725343085262034","0.0006622722364806312","0.00008973792795442781","Tier 2"
"https://aftertaxtool.com/120000-after-tax-monthly.html","13","12","-1","1","3","0.000425297627720374","0.00006377666405661713","-0.00036152096366375686","Tier 2"
"https://aftertaxtool.com/120000-after-tax-weekly.html","10","9","-1","1","3","0.00039290075256894283","0.00004693668874249285","-0.00034596406382644997","Tier 2"
"https://aftertaxtool.com/120000-after-tax-monthly-us.html","9","9","0","2","2","0.00015059731325287338","0.00014589076795248998","-0.000004706545300383399","Tier 2"
"https://aftertaxtool.com/120000-after-tax-weekly-us.html","10","10","0","2","2","0.0001927054148638412","0.00019533150111870743","0.000002626086254866244","Tier 2"
"https://aftertaxtool.com/150000-after-tax-monthly.html","6","6","0","1","2","0.0004229673902616896","0.00012580104722547544","-0.0002971663430362142","Tier 2"
"https://aftertaxtool.com/150000-after-tax-weekly.html","10","9","-1","1","2","0.0004397570009086201","0.0000737918409425938","-0.0003659651599660263","Tier 2"
"https://aftertaxtool.com/150000-after-tax-monthly-us.html","9","10","1","2","2","0.0001526762322340932","0.0002400247732579822","0.000087348541023889","Tier 2"
"https://aftertaxtool.com/150000-after-tax-weekly-us.html","9","9","0","2","2","0.00011381410227922401","0.0001345686045039261","0.000020754502224702104","Tier 2"
"https://aftertaxtool.com/200000-after-tax-monthly.html","11","11","0","1","2","0.0004182935195848014","0.00009753963396910321","-0.0003207538856156982","Tier 2"
"https://aftertaxtool.com/200000-after-tax-weekly.html","9","8","-1","1","3","0.00041470264593217003","0.000035628384259015515","-0.0003790742616731545","Tier 2"
"https://aftertaxtool.com/200000-after-tax-monthly-us.html","7","8","1","2","2","0.000048791192595508146","0.0001106791567825008","0.00006188796418699266","Tier 2"
"https://aftertaxtool.com/200000-after-tax-weekly-us.html","8","8","0","2","2","0.0000920456558543621","0.00010145720738514145","0.000009411551530779348","Tier 2"
"https://aftertaxtool.com/60000-salary-after-tax-california.html","22","22","0","2","2","0.00015327265854133803","0.00017084451878682835","0.00001757186024549032","Tier 3"
"https://aftertaxtool.com/75000-salary-after-tax-california.html","29","29","0","2","2","0.00014978914806747522","0.00021561472328478768","0.00006582557521731246","Tier 3"
"https://aftertaxtool.com/80000-salary-after-tax-california.html","32","32","0","2","2","0.0005055485263174956","0.0005357956788779266","0.000030247152560430933","Tier 3"
"https://aftertaxtool.com/100000-salary-after-tax-california.html","33","35","2","2","1","0.000308528950483168","0.0013046147092873996","0.0009960857588042315","Tier 2"
"https://aftertaxtool.com/100000-after-tax-monthly-california.html","24","24","0","2","2","0.00029346265126155974","0.0004462444483758029","0.00015278179711424316","Tier 3"
"https://aftertaxtool.com/100000-after-tax-weekly-california.html","22","22","0","3","2","0.0000807009967471734","0.00022451763533718212","0.00014381663859000873","Tier 3"
"https://aftertaxtool.com/120000-salary-after-tax-california.html","16","16","0","2","2","0.00004891190660179662","0.000048643484073077536","-2.6842252871908293e-7","Tier 2"
"https://aftertaxtool.com/150000-salary-after-tax-california.html","20","20","0","2","2","0.00045119358415831017","0.00039734894583074115","-0.00005384463832756902","Tier 2"
"https://aftertaxtool.com/175000-salary-after-tax-california.html","11","11","0","2","2","0.00004808078550825046","0.000046899818760281836","-0.0000011809667479686237","Tier 2"
"https://aftertaxtool.com/200000-salary-after-tax-california.html","9","11","2","2","2","0.00003763623933903717","0.0006029500027483796","0.0005653137634093425","Tier 2"
"https://aftertaxtool.com/200000-after-tax-monthly-california.html","8","8","0","3","3","0.000012173735525636484","0.00005043873168726008","0.00003826499616162359","Tier 3"
"https://aftertaxtool.com/200000-after-tax-weekly-california.html","8","8","0","3","3","0.000012173735525636484","0.00005043873168726008","0.00003826499616162359","Tier 3"
"https://aftertaxtool.com/60000-salary-after-tax-new-york.html","21","21","0","2","2","0.00014340818520436194","0.00015856765214732163","0.00001515946694295969","Tier 3"
"https://aftertaxtool.com/75000-salary-after-tax-new-york.html","29","29","0","2","2","0.00012070824900303555","0.00015586288826257297","0.00003515463925953742","Tier 3"
"https://aftertaxtool.com/80000-salary-after-tax-new-york.html","28","28","0","2","2","0.00019212768843696515","0.00019399208444844984","0.0000018643960114846938","Tier 3"
"https://aftertaxtool.com/100000-salary-after-tax-new-york.html","30","32","2","2","1","0.00015034128488142383","0.0011329057200535632","0.0009825644351721394","Tier 2"
"https://aftertaxtool.com/100000-after-tax-monthly-new-york.html","24","24","0","3","2","0.0000952640077876207","0.00025117334577028213","0.00015590933798266142","Tier 3"
"https://aftertaxtool.com/100000-after-tax-weekly-new-york.html","22","22","0","3","2","0.00008024228001049408","0.00022393014005051562","0.00014368786004002155","Tier 3"
"https://aftertaxtool.com/120000-salary-after-tax-new-york.html","17","17","0","2","2","0.00012722510980677556","0.00012391606685677374","-0.000003309042950001823","Tier 2"
"https://aftertaxtool.com/150000-salary-after-tax-new-york.html","15","16","1","2","2","0.00008926569543225721","0.0001458296049159555","0.000056563909483698294","Tier 2"
"https://aftertaxtool.com/175000-salary-after-tax-new-york.html","11","11","0","2","2","0.00006895524359293154","0.00006451271901711938","-0.00000444252457581216","Tier 2"
"https://aftertaxtool.com/200000-salary-after-tax-new-york.html","9","11","2","2","2","0.0000377715059790496","0.0006030795483350491","0.0005653080423559995","Tier 2"
"https://aftertaxtool.com/200000-after-tax-monthly-new-york.html","8","8","0","3","3","0.000012180582581539512","0.00005044492412113677","0.00003826434153959726","Tier 3"
"https://aftertaxtool.com/200000-after-tax-weekly-new-york.html","8","8","0","3","3","0.00001218058258153951","0.00005044492412113677","0.00003826434153959726","Tier 3"
"https://aftertaxtool.com/60000-salary-after-tax-texas.html","23","23","0","2","2","0.00014463813637971847","0.00016133015045850568","0.000016692014078787217","Tier 3"
"https://aftertaxtool.com/75000-salary-after-tax-texas.html","29","29","0","2","2","0.00012511726609804274","0.00018907726290933962","0.00006395999681129688","Tier 3"
"https://aftertaxtool.com/80000-salary-after-tax-texas.html","28","28","0","2","2","0.00019848172450371272","0.0002300026623423959","0.000031520937838683174","Tier 3"
"https://aftertaxtool.com/100000-salary-after-tax-texas.html","31","33","2","2","1","0.0003273202725066093","0.0013097028570436822","0.0009823825845370728","Tier 2"
"https://aftertaxtool.com/100000-after-tax-monthly-texas.html","26","26","0","2","2","0.00034928653394084735","0.0005116409688072068","0.00016235443486635947","Tier 3"
"https://aftertaxtool.com/100000-after-tax-weekly-texas.html","22","22","0","3","2","0.00008046696175972425","0.00022425373171123283","0.00014378676995150858","Tier 3"
"https://aftertaxtool.com/120000-salary-after-tax-texas.html","16","16","0","2","2","0.00004897930942799841","0.000048660423281979696","-3.1888614601871177e-7","Tier 2"
"https://aftertaxtool.com/150000-salary-after-tax-texas.html","20","20","0","2","2","0.0004512607524331652","0.00039736582545731573","-0.000053894926975849456","Tier 2"
"https://aftertaxtool.com/175000-salary-after-tax-texas.html","11","11","0","2","2","0.000048151072371735504","0.00004691748493983058","-0.0000012335874319049244","Tier 2"
"https://aftertaxtool.com/200000-salary-after-tax-texas.html","9","11","2","2","2","0.0000377032933855308","0.0006029668893905225","0.0005652635960049918","Tier 2"
"https://aftertaxtool.com/200000-after-tax-monthly-texas.html","8","8","0","3","3","0.000012177132407787846","0.000050439542651493025","0.00003826241024370518","Tier 3"
"https://aftertaxtool.com/200000-after-tax-weekly-texas.html","8","8","0","3","3","0.000012177132407787846","0.000050439542651493025","0.00003826241024370518","Tier 3"
"https://aftertaxtool.com/60000-salary-after-tax-florida.html","20","20","0","2","2","0.00013224411963450912","0.00015167898757359151","0.0000194348679390824","Tier 3"
"https://aftertaxtool.com/75000-salary-after-tax-florida.html","30","30","0","2","2","0.00010968602958934316","0.00017703118503561492","0.00006734515544627175","Tier 3"
"https://aftertaxtool.com/80000-salary-after-tax-florida.html","28","28","0","2","2","0.00018031778340732736","0.00021490363745174364","0.00003458585404441628","Tier 3"
"https://aftertaxtool.com/100000-salary-after-tax-florida.html","32","34","2","2","1","0.00014093393235863644","0.001126493561068391","0.0009855596287097546","Tier 2"
"https://aftertaxtool.com/100000-after-tax-monthly-florida.html","24","24","0","3","2","0.00009565124642130273","0.00025076184204918044","0.00015511059562787772","Tier 3"
"https://aftertaxtool.com/100000-after-tax-weekly-florida.html","24","24","0","3","2","0.00008128881523601605","0.00022605150518975915","0.0001447626899537431","Tier 3"
"https://aftertaxtool.com/120000-salary-after-tax-florida.html","16","16","0","2","2","0.000040332609372688295","0.00004226661725175702","0.0000019340078790687273","Tier 2"
"https://aftertaxtool.com/150000-salary-after-tax-florida.html","15","16","1","2","2","0.00008058050686304671","0.00013934523345848738","0.00005876472659544067","Tier 2"
"https://aftertaxtool.com/175000-salary-after-tax-florida.html","11","11","0","2","2","0.000039134852159065834","0.00004025041734593212","0.0000011155651868662874","Tier 2"
"https://aftertaxtool.com/200000-salary-after-tax-florida.html","9","11","2","2","2","0.000029100980741714477","0.0005965922745683136","0.0005674912938265991","Tier 2"
"https://aftertaxtool.com/200000-after-tax-monthly-florida.html","8","8","0","3","3","0.000011742142161613623","0.00005013509435034864","0.00003839295218873502","Tier 3"
"https://aftertaxtool.com/200000-after-tax-weekly-florida.html","8","8","0","3","3","0.000011742142161613623","0.00005013509435034864","0.00003839295218873502","Tier 3"
"https://aftertaxtool.com/60000-salary-after-tax-illinois.html","21","21","0","2","2","0.00013669007627749535","0.00015159576051314443","0.000014905684235649077","Tier 3"
"https://aftertaxtool.com/75000-salary-after-tax-illinois.html","31","31","0","2","2","0.00011948526451596844","0.0001818031910996957","0.00006231792658372727","Tier 3"
"https://aftertaxtool.com/80000-salary-after-tax-illinois.html","27","27","0","2","2","0.00018579405643046415","0.000215327558021657","0.00002953350159119286","Tier 3"
"https://aftertaxtool.com/100000-salary-after-tax-illinois.html","32","33","1","2","2","0.0001528035312340669","0.0007672407693760043","0.0006144372381419374","Tier 2"
"https://aftertaxtool.com/100000-after-tax-monthly-illinois.html","24","24","0","2","2","0.00011447873735346259","0.0002857117858650249","0.00017123304851156235","Tier 3"
"https://aftertaxtool.com/100000-after-tax-weekly-illinois.html","25","25","0","2","2","0.00011070737291253005","0.00028778819142540117","0.00017708081851287112","Tier 3"
"https://aftertaxtool.com/120000-salary-after-tax-illinois.html","16","16","0","2","2","0.000046456427064778185","0.00004483600044378882","-0.0000016204266209893643","Tier 2"
"https://aftertaxtool.com/150000-salary-after-tax-illinois.html","15","16","1","2","2","0.00008514096043640085","0.00014044607191650117","0.000055305111480100325","Tier 2"
"https://aftertaxtool.com/175000-salary-after-tax-illinois.html","11","11","0","2","2","0.000064639397690888","0.00005887971795660635","-0.000005759679734281648","Tier 2"
"https://aftertaxtool.com/200000-salary-after-tax-illinois.html","9","11","2","2","2","0.00003365372660738514","0.0005981448220780273","0.0005644910954706421","Tier 2"
"https://aftertaxtool.com/200000-after-tax-monthly-illinois.html","8","9","1","3","2","0.000011972421465040216","0.00006871289660128939","0.000056740475136249175","Tier 3"
"https://aftertaxtool.com/200000-after-tax-weekly-illinois.html","8","9","1","3","2","0.000011972421465040217","0.00006871289660128939","0.000056740475136249175","Tier 3"
"https://aftertaxtool.com/salary-tax-calculator-uk.html","523","523","0","1","1","0.008168735474604763","0.0077720235343907195","-0.0003967119402140439","Tier 2"
"https://aftertaxtool.com/take-home-pay-uk.html","300","300","0","1","1","0.002655223762500279","0.0026774769078001946","0.00002225314529991562","Tier 2"
"https://aftertaxtool.com/monthly-pay-after-tax-calculator.html","636","636","0","1","1","0.007203412166025413","0.007149606538846749","-0.00005380562717866456","Tier 2"
"https://aftertaxtool.com/paycheck-deductions-calculator.html","39","39","0","1","1","0.002328918630980155","0.0021515786434937634","-0.00017733998748639158","Tier 2"
"https://aftertaxtool.com/payroll-deduction-calculator.html","29","29","0","2","2","0.00040436592945431333","0.0003745035035463768","-0.000029862425907936543","Tier 2"
"https://aftertaxtool.com/salary-increase-calculator.html","115","115","0","1","1","0.003376920869147685","0.0033126932965965262","-0.00006422757255115886","Tier 2"
"https://aftertaxtool.com/raise-after-tax-calculator.html","70","70","0","1","1","0.001801479127375936","0.0018140136351285443","0.00001253450775260843","Tier 2"
"https://aftertaxtool.com/job-offer-calculator.html","115","115","0","1","1","0.004792569233438507","0.004694167934649581","-0.00009840129878892646","Tier 2"
"https://aftertaxtool.com/compare-salary-after-tax.html","64","64","0","1","1","0.0024598959344799116","0.002292959595193939","-0.0001669363392859725","Tier 2"
"https://aftertaxtool.com/six-figure-salary-after-tax.html","82","82","0","1","1","0.002324606784630661","0.0021170974267685286","-0.00020750935786213254","Tier 2"
"https://aftertaxtool.com/high-income-by-state.html","100","100","0","1","1","0.0019617848002598877","0.001898191432073407","-0.00006359336818648068","Tier 2"
"https://aftertaxtool.com/high-salary-budgeting.html","124","124","0","1","1","0.003772713545663392","0.0036379957262374046","-0.00013471781942598748","Tier 2"
"https://aftertaxtool.com/gross-vs-net-pay.html","18472","18472","0","1","1","0.023634167279288545","0.022656117817997232","-0.0009780494612913124","Tier 2"
"https://aftertaxtool.com/how-take-home-pay-is-calculated.html","12724","12724","0","1","1","0.006444985214915575","0.006403413004234302","-0.00004157221068127291","Tier 2"
"https://aftertaxtool.com/understanding-paycheck-deductions.html","13923","13923","0","1","1","0.006657780972812249","0.00662166320025609","-0.000036117772556158376","Tier 2"
"https://aftertaxtool.com/federal-tax-withholding-explained.html","29","29","0","2","2","0.00040436592945431333","0.0003745035035463768","-0.000029862425907936543","Tier 2"
"https://aftertaxtool.com/national-insurance-explained.html","29","29","0","2","2","0.00040436592945431333","0.0003745035035463768","-0.000029862425907936543","Tier 2"
"https://aftertaxtool.com/student-loan-deductions-explained.html","3","3","0","2","2","0.00015488589626670208","0.00014354581055968358","-0.000011340085707018505","Tier 2"
"https://aftertaxtool.com/salary-sacrifice-tax-explained.html","2","2","0","2","2","0.00006084238943267908","0.00005668490097720774","-0.000004157488455471343","Tier 2"
